plate_no	week_number	generation	read_number	date	cocktail_no	verified_crystal	image_url	solution_components	class_10way	skin	phase_precip	precip_crystal	clear	phase_crystal	precip	phase	precip_skin	crystal	garbage
X000009786	2	8	X0000097860442200803211257	2008-03-21 12:57:00	C1179		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860442200803211257.jpg	Sodium acetate trihydrate;PEG 3350	crystal	0.0342	0.0232	0.0898	0.1828	0.0544	0.14	0.1856	0.0748	0.2008	0.0144
X000009786	2	8	X0000097860446200803211257	2008-03-21 12:57:00	C1180		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860446200803211257.jpg	PEG 3350;Calcium acetate hydrate	precip	0.019	0.0282	0.2342	0.0676	0.0216	0.2522	0.0856	0.1854	0.0982	0.008
X000009786	2	8	X0000097860450200803211257	2008-03-21 12:57:00	C1181		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860450200803211257.jpg	Potassium acetate;PEG 3350	crystal	0.0728	0.0152	0.1086	0.1368	0.075	0.118	0.1558	0.0782	0.2252	0.0144
X000009786	2	8	X0000097860454200803211257	2008-03-21 12:57:00	C1182		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860454200803211257.jpg	Ammonium acetate;PEG 3350	crystal	0.029	0.0314	0.1202	0.139	0.0468	0.1782	0.1602	0.0872	0.196	0.012
X000009786	2	8	X0000097860458200803211257	2008-03-21 12:57:00	C1183		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860458200803211257.jpg	Lithium sulfate monohydrate;PEG 3350	phase	0.0422	0.0178	0.0768	0.2208	0.0498	0.1124	0.2256	0.0618	0.1782	0.0146
X000009786	2	8	X0000097860462200803211258	2008-03-21 12:58:00	C1184		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860462200803211258.jpg	Magnesium sulfate heptahydrate;PEG 3350	precip	0.046	0.033	0.1528	0.0496	0.0614	0.1768	0.1416	0.1762	0.1552	0.0074
X000009786	2	8	X0000097860466200803211258	2008-03-21 12:58:00	C1185		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860466200803211258.jpg	PEG 3350;Sodium sulfate decahydrate	crystal	0.0572	0.0122	0.0802	0.2144	0.0602	0.0928	0.177	0.057	0.2344	0.0146
X000009786	2	8	X0000097860470200803211258	2008-03-21 12:58:00	C1186		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860470200803211258.jpg	PEG 3350;Potassium sulfate	crystal	0.058	0.0116	0.0846	0.1834	0.0716	0.0906	0.1544	0.0686	0.2554	0.0218
X000009786	2	8	X0000097860474200803211258	2008-03-21 12:58:00	C1187		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860474200803211258.jpg	Ammonium sulfate;PEG 3350	crystal	0.0476	0.0136	0.0794	0.2126	0.0592	0.099	0.2058	0.0572	0.2134	0.0122
X000009786	2	8	X0000097860478200803211258	2008-03-21 12:58:00	C1188		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860478200803211258.jpg	PEG 3350;di-sodium tartrate dihydrate	phase	0.0486	0.0158	0.093	0.1928	0.058	0.1032	0.2096	0.0622	0.2056	0.0112
X000009786	2	8	X0000097860626200803211255	2008-03-21 12:55:00	C1189		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860626200803211255.jpg	Potassium sodium tartrate tetrahydrate;PEG 3350	clear	0.044	0.0162	0.0694	0.236	0.0458	0.1034	0.2286	0.0592	0.1818	0.0156
X000009786	2	8	X0000097860630200803211255	2008-03-21 12:55:00	C1190		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860630200803211255.jpg	di-Ammonium Tartrate;PEG 3350	clear	0.0544	0.0118	0.0742	0.218	0.0592	0.095	0.2126	0.0564	0.2042	0.0142
X000009786	2	8	X0000097860634200803211255	2008-03-21 12:55:00	C1191		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860634200803211255.jpg	Sodium phosphate monobasic monohydrate;PEG 3350	crystal	0.046	0.0262	0.1154	0.152	0.0396	0.1614	0.1586	0.0938	0.192	0.015
X000009786	2	8	X0000097860638200803211255	2008-03-21 12:55:00	C1192		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860638200803211255.jpg	PEG 3350;di-sodium hydrogen phosphate dihydrate	crystal	0.0592	0.0112	0.0702	0.2198	0.0494	0.085	0.2084	0.0564	0.2246	0.0158
X000009786	2	8	X0000097860642200803211255	2008-03-21 12:55:00	C1193		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860642200803211255.jpg	Potassium phosphate monobasic;PEG 3350	crystal	0.0392	0.0182	0.1022	0.1564	0.0526	0.154	0.1456	0.0878	0.2312	0.0128
X000009786	2	8	X0000097860646200803211255	2008-03-21 12:55:00	C1194		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860646200803211255.jpg	Potassium phosphate dibasic trihydrate;PEG 3350	crystal	0.0604	0.0116	0.0728	0.2178	0.0596	0.0936	0.1806	0.0558	0.232	0.0158
X000009786	2	8	X0000097860650200803211255	2008-03-21 12:55:00	C1195		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860650200803211255.jpg	Ammonium phosphate monobasic;PEG 3350	precip	0.034	0.0378	0.1474	0.111	0.0418	0.1912	0.1336	0.109	0.1814	0.0128
X000009786	2	8	X0000097860654200803211255	2008-03-21 12:55:00	C1196		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860654200803211255.jpg	Ammonium phosphate dibasic;PEG 3350	crystal	0.0542	0.0152	0.0822	0.198	0.062	0.1048	0.201	0.0606	0.209	0.013
X000009786	2	8	X0000097860658200803211255	2008-03-21 12:55:00	C1197		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860658200803211255.jpg	PEG 3350;tri-lithium citrate tetrahydrate	phase	0.0436	0.0166	0.081	0.209	0.0474	0.1156	0.2332	0.0666	0.175	0.012
X000009786	2	8	X0000097860662200803211255	2008-03-21 12:55:00	C1198		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860662200803211255.jpg	Sodium citrate tribasic dihydrate;PEG 3350	clear	0.053	0.0152	0.0794	0.2164	0.055	0.0934	0.2146	0.06	0.201	0.012
X000009786	2	8	X0000097860666200803211255	2008-03-21 12:55:00	C1199		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860666200803211255.jpg	PEG 3350;tri-potassium citrate monohydrate	phase	0.0404	0.0184	0.0842	0.2024	0.0482	0.116	0.224	0.0656	0.1888	0.012
X000009786	2	8	X0000097860670200803211255	2008-03-21 12:55:00	C1200		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860670200803211255.jpg	di-Ammonium hydrogen citrate;PEG 3350	crystal	0.0406	0.03	0.1322	0.1398	0.048	0.143	0.1812	0.0838	0.187	0.0144
X000009786	2	8	X0000097860818200803211252	2008-03-21 12:52:00	C1201		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860818200803211252.jpg	Sodium Malonate;PEG 3350	crystal	0.0358	0.0254	0.1038	0.1754	0.0426	0.1656	0.178	0.0796	0.1798	0.014
X000009786	2	8	X0000097860822200803211252	2008-03-21 12:52:00	C1202		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860822200803211252.jpg	Sodium Malonate;PEG 3350	precip	0.069	0.0344	0.1284	0.1038	0.0522	0.1708	0.1464	0.1054	0.1708	0.0188
X000009786	2	8	X0000097860826200803211252	2008-03-21 12:52:00	C1203		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860826200803211252.jpg	Sodium Malonate;PEG 3350	crystal	0.0334	0.02	0.1048	0.1656	0.0516	0.1484	0.1574	0.0782	0.228	0.0126
X000009786	2	8	X0000097860830200803211252	2008-03-21 12:52:00	C1204		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860830200803211252.jpg	Sodium Malonate;PEG 3350	precip	0.039	0.0276	0.1182	0.123	0.032	0.203	0.1296	0.1358	0.1788	0.013
X000009786	2	8	X0000097860834200803211252	2008-03-21 12:52:00	C1205		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860834200803211252.jpg	Sodium Malonate;PEG 3350	crystal	0.0524	0.011	0.0806	0.2056	0.063	0.0954	0.1672	0.059	0.2486	0.0172
X000009786	2	8	X0000097860838200803211252	2008-03-21 12:52:00	C1206		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860838200803211252.jpg	Sodium Malonate;PEG 3350	precip	0.0274	0.0278	0.1876	0.0704	0.0246	0.2478	0.102	0.172	0.1306	0.0098
X000009786	2	8	X0000097860842200803211253	2008-03-21 12:53:00	C1207		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860842200803211253.jpg	Sodium Malonate;PEG 3350	phase	0.0378	0.0264	0.091	0.1874	0.051	0.1338	0.22	0.0792	0.1622	0.0112
X000009786	2	8	X0000097860846200803211253	2008-03-21 12:53:00	C1208		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860846200803211253.jpg	Sodium Malonate;PEG 3350	clear	0.0468	0.0142	0.0718	0.224	0.0514	0.1028	0.2052	0.0584	0.2076	0.0178
X000009786	2	8	X0000097860850200803211253	2008-03-21 12:53:00	C1209		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860850200803211253.jpg	PEG 3350;Tacsimate	crystal	0.0682	0.0202	0.117	0.134	0.066	0.1244	0.135	0.0898	0.2218	0.0236
X000009786	2	8	X0000097860854200803211253	2008-03-21 12:53:00	C1210		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860854200803211253.jpg	PEG 3350;Tacsimate	crystal	0.0552	0.0358	0.1286	0.111	0.0498	0.1786	0.1338	0.1092	0.1806	0.0174
X000009786	2	8	X0000097860858200803211253	2008-03-21 12:53:00	C1211		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860858200803211253.jpg	PEG 3350;Tacsimate	phase	0.0504	0.026	0.0924	0.1662	0.0502	0.1346	0.1936	0.0852	0.1906	0.0108
X000009786	2	8	X0000097860862200803211253	2008-03-21 12:53:00	C1212		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860862200803211253.jpg	PEG 3350;Tacsimate	phase	0.089	0.0148	0.0808	0.1802	0.0642	0.1026	0.2004	0.0664	0.1822	0.0194
X000009786	2	8	X0000097861010200803211250	2008-03-21 12:50:00	C1213		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861010200803211250.jpg	PEG 3350;Tacsimate	phase	0.0586	0.0174	0.0852	0.195	0.0554	0.1176	0.2096	0.0666	0.18	0.0146
X000009786	2	8	X0000097861014200803211250	2008-03-21 12:50:00	C1214		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861014200803211250.jpg	PEG 3350;Tacsimate	crystal	0.057	0.0252	0.1424	0.078	0.0528	0.1718	0.1476	0.139	0.1798	0.0064
X000009786	2	8	X0000097861018200803211250	2008-03-21 12:50:00	C1215		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861018200803211250.jpg	PEG 3350;Tacsimate	phase	0.04	0.0216	0.091	0.182	0.0534	0.1178	0.2266	0.0682	0.1856	0.0138
X000009786	2	8	X0000097861022200803211250	2008-03-21 12:50:00	C1216		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861022200803211250.jpg	PEG 3350;Tacsimate	precip	0.0522	0.029	0.121	0.0796	0.0662	0.1904	0.1834	0.1354	0.1312	0.0116
X000009786	2	8	X0000097861026200803211250	2008-03-21 12:50:00	C1217		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861026200803211250.jpg	PEG 3350;Tacsimate	clear	0.0426	0.0146	0.0708	0.2316	0.0472	0.1036	0.23	0.0594	0.1836	0.0166
X000009786	2	8	X0000097861030200803211250	2008-03-21 12:50:00	C1218		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861030200803211250.jpg	PEG 3350;Tacsimate	clear	0.0386	0.0164	0.072	0.2366	0.0458	0.109	0.2284	0.0534	0.1852	0.0146
X000009786	2	8	X0000097861034200803211250	2008-03-21 12:50:00	C1219		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861034200803211250.jpg	Succinic Acid;PEG 3350	crystal	0.0396	0.0168	0.0924	0.1778	0.0638	0.1212	0.1612	0.067	0.2486	0.0116
X000009786	2	8	X0000097861038200803211250	2008-03-21 12:50:00	C1220		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861038200803211250.jpg	Succinic Acid;PEG 3350	phase	0.0384	0.0188	0.08	0.2106	0.0502	0.1156	0.2244	0.0626	0.1866	0.0128
X000009786	2	8	X0000097861042200803211250	2008-03-21 12:50:00	C1221		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861042200803211250.jpg	tri-Ammonium Citrate;PEG 3350	clear	0.044	0.0158	0.0786	0.224	0.0526	0.1092	0.2192	0.0572	0.1846	0.0148
X000009786	2	8	X0000097861046200803211250	2008-03-21 12:50:00	C1222		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861046200803211250.jpg	tri-Ammonium Citrate;PEG 3350	clear	0.0392	0.0182	0.0786	0.2232	0.0454	0.1152	0.2204	0.0548	0.19	0.015
X000009786	2	8	X0000097861050200803211250	2008-03-21 12:50:00	C1223		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861050200803211250.jpg	DL-Malic acid;PEG 3350	phase	0.0354	0.0274	0.0934	0.1868	0.046	0.1438	0.2134	0.0766	0.1674	0.0098
X000009786	2	8	X0000097861054200803211250	2008-03-21 12:50:00	C1224		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861054200803211250.jpg	DL-Malic acid;PEG 3350	phase	0.0536	0.018	0.0836	0.2012	0.0572	0.106	0.2188	0.0622	0.1864	0.013
X000009786	2	8	X0000097861202200803211247	2008-03-21 12:47:00	C1225		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861202200803211247.jpg	Sodium acetate trihydrate;PEG 3350	phase	0.035	0.0248	0.1012	0.1738	0.0488	0.1438	0.1988	0.0722	0.191	0.0106
X000009786	2	8	X0000097861206200803211247	2008-03-21 12:47:00	C1226		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861206200803211247.jpg	Sodium acetate trihydrate;PEG 3350	phase	0.0308	0.0334	0.1072	0.1666	0.0436	0.1722	0.188	0.085	0.1624	0.0108
X000009786	2	8	X0000097861210200803211247	2008-03-21 12:47:00	C1227		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861210200803211247.jpg	Sodium formate;PEG 3350	precip	0.0546	0.0346	0.141	0.0962	0.047	0.1866	0.141	0.1206	0.161	0.0174
X000009786	2	8	X0000097861214200803211247	2008-03-21 12:47:00	C1228		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861214200803211247.jpg	Sodium formate;PEG 3350	precip	0.0352	0.0248	0.1118	0.1302	0.038	0.1962	0.1374	0.118	0.185	0.0234
X000009786	2	8	X0000097861218200803211247	2008-03-21 12:47:00	C1229		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861218200803211247.jpg	di-Ammonium Tartrate;PEG 3350	crystal	0.0538	0.0224	0.0972	0.1762	0.0538	0.1266	0.1826	0.0848	0.19	0.0126
X000009786	2	8	X0000097861222200803211247	2008-03-21 12:47:00	C1230		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861222200803211247.jpg	di-Ammonium Tartrate;PEG 3350	crystal	0.0938	0.022	0.1244	0.084	0.0728	0.1298	0.1512	0.126	0.185	0.011
X000009786	2	8	X0000097861226200803211248	2008-03-21 12:48:00	C1231		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861226200803211248.jpg	Sodium acetate trihydrate;PEG 3350;Tacsimate	crystal	0.0376	0.0318	0.1178	0.1354	0.043	0.1774	0.1644	0.0944	0.1818	0.0164
X000009786	2	8	X0000097861230200803211248	2008-03-21 12:48:00	C1232		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861230200803211248.jpg	Sodium citrate tribasic dihydrate;PEG 3350;Tacsimate	precip_skin	0.0392	0.0452	0.1568	0.0432	0.0652	0.1796	0.1418	0.1944	0.1268	0.0078
X000009786	2	8	X0000097861234200803211248	2008-03-21 12:48:00	C1233		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861234200803211248.jpg	Bis-Tris;PEG 3350;Tacsimate	phase	0.0384	0.0216	0.108	0.1782	0.0514	0.1284	0.1984	0.0728	0.1884	0.0144
X000009786	2	8	X0000097861238200803211248	2008-03-21 12:48:00	C1234		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861238200803211248.jpg	HEPES;PEG 3350;Tacsimate	phase	0.0616	0.0262	0.1038	0.1498	0.0616	0.137	0.1888	0.0786	0.18	0.0126
X000009786	2	8	X0000097861242200803211248	2008-03-21 12:48:00	C1235		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861242200803211248.jpg	Tris;PEG 3350;Tacsimate	crystal	0.0692	0.0192	0.081	0.1856	0.0508	0.1066	0.195	0.0708	0.1974	0.0244
X000009786	2	8	X0000097861246200803211248	2008-03-21 12:48:00	C1236		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861246200803211248.jpg	Citric acid;Bis-Tris Propane;PEG 3350	crystal	0.0602	0.0318	0.145	0.1014	0.0518	0.1656	0.1386	0.1152	0.1778	0.0126
X000009786	2	8	X0000097861394200803211245	2008-03-21 12:45:00	C1237		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861394200803211245.jpg	Citric acid;Bis-Tris Propane;PEG 3350	crystal	0.046	0.0258	0.1074	0.1518	0.0418	0.1592	0.1562	0.0892	0.2078	0.0148
X000009786	2	8	X0000097861398200803211245	2008-03-21 12:45:00	C1238		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861398200803211245.jpg	Citric acid;Bis-Tris Propane;PEG 3350	crystal	0.1066	0.0108	0.0898	0.1682	0.0464	0.091	0.1728	0.0694	0.2246	0.0204
X000009786	2	8	X0000097861402200803211245	2008-03-21 12:45:00	C1239		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861402200803211245.jpg	Citric acid;Bis-Tris Propane;PEG 3350	crystal	0.031	0.0294	0.1074	0.1642	0.0504	0.1576	0.1822	0.0754	0.1892	0.0132
X000009786	2	8	X0000097861406200803211245	2008-03-21 12:45:00	C1240		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861406200803211245.jpg	Citric acid;Bis-Tris Propane;PEG 3350	crystal	0.0468	0.0316	0.1582	0.0474	0.073	0.153	0.1488	0.15	0.1836	0.0076
X000009786	2	8	X0000097861410200803211245	2008-03-21 12:45:00	C1241		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861410200803211245.jpg	Citric acid;Bis-Tris Propane;PEG 3350	clear	0.049	0.0158	0.0706	0.224	0.0554	0.1116	0.2088	0.0588	0.1892	0.0168
X000009786	2	8	X0000097861414200803211245	2008-03-21 12:45:00	C1242		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861414200803211245.jpg	Calcium chloride dihydrate;PEG 3350;Cobalt(II) chloride hexahydrate;Cadmium chloride dihydrate	crystal	0.0604	0.0168	0.0996	0.1624	0.0466	0.1442	0.1434	0.0984	0.2056	0.0226
X000009786	2	8	X0000097861418200803211245	2008-03-21 12:45:00	C1243		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861418200803211245.jpg	Magnesium chloride hexahydrate;HEPES-Na;PEG 3350;Nickel(II) chloride hexahydrate	precip	0.0466	0.0446	0.1532	0.0548	0.0426	0.2094	0.123	0.1846	0.1322	0.009
X000009786	2	8	X0000097861422200803211245	2008-03-21 12:45:00	C1244		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861422200803211245.jpg	PEG 3350;Zinc chloride	phase	0.0314	0.0274	0.1054	0.1764	0.0482	0.1498	0.1946	0.0738	0.1804	0.0126
X000009786	2	8	X0000097861426200803211245	2008-03-21 12:45:00	C1245		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861426200803211245.jpg	PEG 3350;Cesium chloride	crystal	0.053	0.0272	0.1178	0.1392	0.0608	0.1394	0.1758	0.087	0.1802	0.0196
X000009786	2	8	X0000097861430200803211245	2008-03-21 12:45:00	C1246		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861430200803211245.jpg	Sodium bromide;PEG 3350	phase	0.07	0.0218	0.1006	0.1692	0.0566	0.1388	0.2016	0.074	0.1518	0.0156
X000009786	2	8	X0000097861434200803211245	2008-03-21 12:45:00	C1247		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861434200803211245.jpg	HEPES-Na;PEG 3350;Tryptone	phase	0.0596	0.0168	0.0802	0.2028	0.0506	0.1086	0.2074	0.0654	0.1944	0.0142
X000009786	2	8	X0000097861438200803211245	2008-03-21 12:45:00	C1248		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861438200803211245.jpg	HEPES-Na;PEG 3350;Tryptone	crystal	0.0354	0.0254	0.1138	0.1538	0.044	0.1702	0.1502	0.1026	0.1926	0.012
X000009786	2	8	X0000097860146200803211301	2008-03-21 13:01:00	C1249		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860146200803211301.jpg	Calcium chloride dihydrate;Sodium acetate trihydrate;MPD	precip	0.0276	0.0242	0.1622	0.096	0.0264	0.2366	0.095	0.1672	0.1466	0.0182
X000009786	2	8	X0000097860150200803211301	2008-03-21 13:01:00	C1250		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860150200803211301.jpg	Potassium sodium tartrate tetrahydrate	phase	0.0578	0.014	0.0786	0.1966	0.0524	0.1062	0.2244	0.0702	0.1858	0.014
X000009786	2	8	X0000097860154200803211301	2008-03-21 13:01:00	C1251		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860154200803211301.jpg	Ammonium phosphate monobasic	precip	0.0646	0.0338	0.121	0.0974	0.059	0.1826	0.1728	0.1188	0.1382	0.0118
X000009786	2	8	X0000097860158200803211301	2008-03-21 13:01:00	C1252	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860158200803211301.jpg	Ammonium sulfate;Tris HCl	crystal	0.0872	0.0156	0.1398	0.09	0.0812	0.0972	0.1386	0.1002	0.2356	0.0146
X000009786	2	8	X0000097860162200803211301	2008-03-21 13:01:00	C1253		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860162200803211301.jpg	Sodium citrate tribasic dihydrate;MPD;HEPES-Na	precip	0.0378	0.0168	0.1318	0.1064	0.0332	0.2192	0.0868	0.155	0.1862	0.0268
X000009786	2	8	X0000097860166200803211301	2008-03-21 13:01:00	C1254		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860166200803211301.jpg	Magnesium chloride hexahydrate;Tris HCl;PEG 4000	precip	0.0232	0.033	0.2276	0.05	0.0248	0.2578	0.0854	0.197	0.0926	0.0086
X000009786	2	8	X0000097860170200803211301	2008-03-21 13:01:00	C1255	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860170200803211301.jpg	Sodium acetate trihydrate;Sodium cacodylate trihydrate	phase	0.0632	0.022	0.1168	0.0808	0.0836	0.1378	0.184	0.1198	0.1828	0.0092
X000009786	2	8	X0000097860174200803211301	2008-03-21 13:01:00	C1256		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860174200803211301.jpg	Sodium citrate tribasic dihydrate;Iso-propanol;Sodium cacodylate trihydrate	crystal	0.1164	0.0114	0.1142	0.125	0.0652	0.0866	0.1226	0.0946	0.2296	0.0344
X000009786	2	8	X0000097860178200803211301	2008-03-21 13:01:00	C1257		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860178200803211301.jpg	Sodium citrate tribasic dihydrate;PEG 4000;Ammonium acetate	precip_skin	0.0404	0.0352	0.158	0.0364	0.0518	0.1844	0.1254	0.2094	0.1504	0.0086
X000009786	2	8	X0000097860182200803211301	2008-03-21 13:01:00	C1258		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860182200803211301.jpg	Sodium acetate trihydrate;PEG 4000;Ammonium acetate	crystal	0.079	0.0202	0.1004	0.1446	0.0664	0.1196	0.1694	0.0914	0.1998	0.0092
X000009786	2	8	X0000097860186200803211301	2008-03-21 13:01:00	C1259		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860186200803211301.jpg	Ammonium phosphate monobasic;Sodium citrate tribasic dihydrate	phase	0.0406	0.0148	0.0812	0.2154	0.052	0.1082	0.2332	0.061	0.184	0.0096
X000009786	2	8	X0000097860190200803211301	2008-03-21 13:01:00	C1260		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860190200803211301.jpg	Magnesium chloride hexahydrate;HEPES-Na;Iso-propanol	phase	0.0376	0.0234	0.1064	0.171	0.0432	0.1532	0.1892	0.085	0.176	0.015
X000009786	2	8	X0000097860338200803211258	2008-03-21 12:58:00	C1261		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860338200803211258.jpg	Sodium citrate tribasic dihydrate;Tris HCl;PEG 400	clear	0.0394	0.017	0.0692	0.2352	0.044	0.1098	0.2208	0.0622	0.1858	0.0166
X000009786	2	8	X0000097860342200803211258	2008-03-21 12:58:00	C1262		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860342200803211258.jpg	Calcium chloride dihydrate;PEG 400;HEPES-Na	crystal	0.1118	0.0182	0.1126	0.1068	0.07	0.1082	0.142	0.1112	0.2054	0.0138
X000009786	2	8	X0000097860346200803211259	2008-03-21 12:59:00	C1263		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860346200803211259.jpg	Ammonium sulfate;PEG 8000;Sodium cacodylate trihydrate	precip	0.033	0.026	0.2014	0.0496	0.0292	0.257	0.0772	0.2092	0.1056	0.0118
